
Note: No compatibility mode selected!


Circuit: * ----------------------------------------------

Doing analysis at TEMP = 125.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver

No. of Data Rows : 121
                * ----------------------------------------------
                DC transfer characteristic  Wed Nov 26 10:23:48  2025
--------------------------------------------------------------------------------
Index   v-sweep         v(g)            @m1[cgg]        @m1[cgs]        
--------------------------------------------------------------------------------
0	1.200000e+00	1.200000e+00	1.487140e-15	-1.95379e-18	
1	1.190000e+00	1.190000e+00	1.483499e-15	-1.94900e-18	
2	1.180000e+00	1.180000e+00	1.479733e-15	-1.94406e-18	
3	1.170000e+00	1.170000e+00	1.475837e-15	-1.93894e-18	
4	1.160000e+00	1.160000e+00	1.471808e-15	-1.93364e-18	
5	1.150000e+00	1.150000e+00	1.467644e-15	-1.92817e-18	
6	1.140000e+00	1.140000e+00	1.463338e-15	-1.92252e-18	
7	1.130000e+00	1.130000e+00	1.458889e-15	-1.91667e-18	
8	1.120000e+00	1.120000e+00	1.454291e-15	-1.91063e-18	
9	1.110000e+00	1.110000e+00	1.449540e-15	-1.90439e-18	
10	1.100000e+00	1.100000e+00	1.444632e-15	-1.89794e-18	
11	1.090000e+00	1.090000e+00	1.439561e-15	-1.89128e-18	
12	1.080000e+00	1.080000e+00	1.434322e-15	-1.88440e-18	
13	1.070000e+00	1.070000e+00	1.428911e-15	-1.87729e-18	
14	1.060000e+00	1.060000e+00	1.423320e-15	-1.86994e-18	
15	1.050000e+00	1.050000e+00	1.417544e-15	-1.86235e-18	
16	1.040000e+00	1.040000e+00	1.411576e-15	-1.85451e-18	
17	1.030000e+00	1.030000e+00	1.405408e-15	-1.84641e-18	
18	1.020000e+00	1.020000e+00	1.399034e-15	-1.83803e-18	
19	1.010000e+00	1.010000e+00	1.392445e-15	-1.82938e-18	
20	1.000000e+00	1.000000e+00	1.385632e-15	-1.82043e-18	
21	9.900000e-01	9.900000e-01	1.378585e-15	-1.81117e-18	
22	9.800000e-01	9.800000e-01	1.371293e-15	-1.80159e-18	
23	9.700000e-01	9.700000e-01	1.363747e-15	-1.79167e-18	
24	9.600000e-01	9.600000e-01	1.355932e-15	-1.78141e-18	
25	9.500000e-01	9.500000e-01	1.347837e-15	-1.77077e-18	
26	9.400000e-01	9.400000e-01	1.339446e-15	-1.75975e-18	
27	9.300000e-01	9.300000e-01	1.330744e-15	-1.74832e-18	
28	9.200000e-01	9.200000e-01	1.321715e-15	-1.73645e-18	
29	9.100000e-01	9.100000e-01	1.312339e-15	-1.72414e-18	
30	9.000000e-01	9.000000e-01	1.302598e-15	-1.71134e-18	
31	8.900000e-01	8.900000e-01	1.292470e-15	-1.69803e-18	
32	8.800000e-01	8.800000e-01	1.281932e-15	-1.68419e-18	
33	8.700000e-01	8.700000e-01	1.270960e-15	-1.66977e-18	
34	8.600000e-01	8.600000e-01	1.259528e-15	-1.65475e-18	
35	8.500000e-01	8.500000e-01	1.247610e-15	-1.63910e-18	
36	8.400000e-01	8.400000e-01	1.235177e-15	-1.62276e-18	
37	8.300000e-01	8.300000e-01	1.222200e-15	-1.60571e-18	
38	8.200000e-01	8.200000e-01	1.208650e-15	-1.58791e-18	
39	8.100000e-01	8.100000e-01	1.194497e-15	-1.56932e-18	
40	8.000000e-01	8.000000e-01	1.179712e-15	-1.54989e-18	
41	7.900000e-01	7.900000e-01	1.164267e-15	-1.52960e-18	
42	7.800000e-01	7.800000e-01	1.148138e-15	-1.50841e-18	
43	7.700000e-01	7.700000e-01	1.131304e-15	-1.48629e-18	
44	7.600000e-01	7.600000e-01	1.113746e-15	-1.46323e-18	
45	7.500000e-01	7.500000e-01	1.095454e-15	-1.43919e-18	
46	7.400000e-01	7.400000e-01	1.076423e-15	-1.41419e-18	
47	7.300000e-01	7.300000e-01	1.056655e-15	-1.38822e-18	
48	7.200000e-01	7.200000e-01	1.036162e-15	-1.36130e-18	
